name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,cost
Balle Balle Dhaba,Yes,No,3.6,195,Kalyan Nagar,Quick Bites,"Paratha, Chicken Biryani, Butter Chicken, Lassi, Chilli Paneer, Tandoori Chicken, Naan","North Indian, Chinese",500.0
Keto Kitchen,Yes,No,3.8,140,Kalyan Nagar,Casual Dining,"Paratha, Pizza, Chicken Curry, Mushroom Soup, Momos","Healthy Food, Continental, North Indian",700.0
Kabab Palace,Yes,No,3.4,7,Nagawara,Quick Bites,,"North Indian, Chinese, Rolls",600.0
Udupi Sri Krishna Cafe,Yes,No,3.7,15,Banaswadi,Quick Bites,,"South Indian, North Indian",200.0
Chai Point,Yes,No,3.8,38,Nagawara,"Beverage Shop, Quick Bites",,"Tea, Beverages, Fast Food",250.0
World In A Bowl,Yes,No,3.6,38,Hennur,Delivery,,"Continental, North Indian, Desserts, Beverages",600.0
The London Shakes,Yes,No,3.1,25,Banaswadi,Beverage Shop,,"Beverages, Fast Food, Italian",400.0
The Blue Bawarchi,Yes,No,3.6,34,Nagawara,Quick Bites,,"Chinese, Oriya, North Indian, Bengali",300.0
Taste Of Nawaabs,Yes,No,3.5,324,Banaswadi,Casual Dining,"Chicken Tikka, Mutton Rara, Garlic Naan, Roti","North Indian, Mughlai",600.0
Panda Boy,Yes,No,3.9,115,Kammanahalli,Casual Dining,"Noodles, Chop Suey, Chicken Wings, Chilli Chicken, Honey Chilli Wings, Spring Chicken",Chinese,550.0
Indiana Burgers,Yes,No,3.4,38,Kalyan Nagar,"Takeaway, Delivery",,Burger,300.0
Facebake,Yes,No,3.7,50,Rammurthy Nagar,Dessert Parlor,"Butterscotch Cake, Irish Coffee","Desserts, Bakery",300.0
Keventers,Yes,No,3.7,34,Kalyan Nagar,"Beverage Shop, Dessert Parlor",,"Desserts, Beverages, Ice Cream",400.0
YumYumDilli,Yes,No,3.2,107,Hennur,Delivery,"Butter Chicken, Dal Makhani, Jeera Rice, Kulcha",North Indian,500.0
Sweet Truth,Yes,No,3.9,35,Kalyan Nagar,Delivery,"Chocolate Fantasy, Cheesecake, Chocolate Decadence, Chocolava","Bakery, Desserts",500.0
Janatha Cafe,Yes,No,3.2,22,Hennur,Quick Bites,,"South Indian, Kerala",400.0
Currylicious,No,No,3.4,58,Nagawara,Quick Bites,"Neer Dosa, Biryani, Malabari Paratha, Thali, Chicken Curry","South Indian, Mangalorean, Kerala",500.0
Nadeem's Kitchen,Yes,No,2.9,7,Hennur,"Takeaway, Delivery",,"Biryani, Kebab",500.0
Wangs Kitchen,Yes,No,2.7,64,Nagawara,Food Court,Noodles,Chinese,700.0
Healthie,Yes,No,3.3,80,Hennur,Delivery,,"Healthy Food, Beverages",600.0
Firangi Bake,Yes,No,4.1,23,Kalyan Nagar,Delivery,,"Mexican, Italian",600.0
Pasta Factory,Yes,No,4.0,177,Nagawara,Casual Dining,"Burgers, Brownie, Veggie Pizza, Chicken Lasagne, Chicken Burger, French Fries, White Sauce Pasta","Continental, Italian, Burger, American",600.0
Faasos,Yes,No,3.8,140,Kammanahalli,Quick Bites,"Aloo Paratha, Veggie Wrap, Sabudana Kheer, Chicken Wrap, Rolls, Khichda, Thali","North Indian, Biryani, Fast Food",500.0
Biryani Hub,Yes,No,3.2,87,Nagawara,Quick Bites,,"North Indian, South Indian, Biryani",600.0
Big Chicken,Yes,No,3.9,110,Kammanahalli,Quick Bites,"Chicken Burger, Popcorn Chicken, Sandwich",Fast Food,400.0
Foodies Choice,Yes,No,3.7,48,Nagawara,"Takeaway, Delivery","Rolls, Chicken Roll, Burgers, Egg Sandwich","Arabian, Chinese, Fast Food, Beverages",150.0
Chickpet Donne Biriyani Mane,Yes,No,2.7,37,Nagawara,Quick Bites,,"Biryani, South Indian, Kebab",150.0
Akshaya Family Restaurant,Yes,No,3.2,4,Banaswadi,Quick Bites,,"South Indian, North Indian",150.0
Dreamland Food Corner,Yes,No,3.7,42,Hennur,Quick Bites,,"Fast Food, Desserts",400.0
Cafe Zamorin,Yes,No,3.7,23,Hennur,Quick Bites,,"Chinese, Kerala",300.0
Doctor Juice,Yes,No,3.9,42,Kammanahalli,Beverage Shop,,"Juices, Healthy Food",300.0
Shandong,Yes,No,4.0,220,Hennur,Casual Dining,"Noodles, Dragon Rolls, Momos, Garlic Chicken, Pork Ribs","Chinese, Momos",500.0
The Chinese Table,Yes,No,3.0,13,Nagawara,Casual Dining,,"Chinese, Thai, Pan Asian",400.0
Food Magic Restaurant,Yes,No,3.8,88,Kalyan Nagar,Quick Bites,"Shawarma, Chicken Shawarama, Kerala Parotta, Lemon Tea, Fish, Ghee Rice, Appam","Kerala, North Indian, Chinese, Arabian",400.0
WOW! Momo,Yes,No,3.6,90,Nagawara,Quick Bites,"Chicken Momo, Noodles, Pan Fried Momos","Tibetan, Momos",400.0
Savoury Restaurant,Yes,No,3.7,370,Kammanahalli,Casual Dining,"Chicken Grill, Shawarma, Tandoori Chicken, Lassi, Noodles, Chicken Shawarama, Arabian Grape Juice","Arabian, North Indian, Chinese, Beverages",800.0
YumYumSouth,Yes,No,3.0,54,Hennur,Delivery,,South Indian,600.0
One For The Road,Yes,Yes,4.5,755,Nagawara,Bar,"Cocktails, Pasta, Pizza, Mocktails, Thai Crispy Chicken, Beer, Chicken Wings","Continental, North Indian, Finger Food",1300.0
Tamarind - Tamarind Hospitality,Yes,No,3.9,611,Banaswadi,Casual Dining,"Biryani, Lemon Chicken, Laccha Paratha, Kashmiri Pulao, Kulcha, Cocktails, Beer","Chinese, Continental, North Indian",750.0
Cold Smith Ice Creams,Yes,No,4.1,24,Nagawara,Food Court,,"Ice Cream, Desserts",450.0
Dilli Dil Se..,Yes,No,3.8,103,Nagawara,Quick Bites,"Paratha, Dal Makhani, Lassi, Naan, Veg Thali, Chole, Kulcha",North Indian,400.0
Despiwich Dragon's Kitchen,Yes,No,3.9,71,Banaswadi,Quick Bites,"Sandwiches, Sandwich, Oreo Shake, French Fries","Chinese, Fast Food",250.0
Casa De Goa,Yes,Yes,4.2,341,Kalyan Nagar,"Casual Dining, Pub","Cocktails, Roast Pork, Mocktails, Fish, Chilli Prawns, Pizza, Butter Garlic Prawns","Goan, Mangalorean",1400.0
Thanco's Natural Ice Cream,Yes,No,3.8,109,Banaswadi,Dessert Parlor,Sweet Paan,"Ice Cream, Desserts",450.0
InnerChef,Yes,No,3.1,78,Hennur,Delivery,"Sandwich, Pasta, Sandwiches, Brownie","North Indian, Continental",500.0
Gowdru Hotel,Yes,No,3.4,78,Banaswadi,Quick Bites,Chicken Curry,"South Indian, Biryani",400.0
Ibaco,Yes,No,3.9,84,Nagawara,Dessert Parlor,"Belgian Chocoholic, Italian Wonder",Desserts,300.0
Kapoor's Cafe,No,No,4.1,470,Kalyan Nagar,Casual Dining,"Lassi, Mushroom Masala, Chaach, Aloo Paratha, Chole Kulcha, Kadai Paneer, Buttermilk",North Indian,800.0
Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,3.7,57,Hennur,Delivery,"Pasta, Burgers, Monster Burger, Brownie, Chicken Sandwich",Continental,500.0
RICE BAR,Yes,No,3.1,20,Kalyan Nagar,Delivery,,"North Indian, Biryani",500.0
La' Meze,Yes,No,3.6,31,Nagawara,Quick Bites,,Fast Food,350.0
Cafe Coffee Day,Yes,No,3.0,17,Nagawara,Cafe,,Cafe,650.0
Punjabi Chulha,Yes,No,2.9,18,Nagawara,Quick Bites,,North Indian,400.0
Shahi Hyderabadi Dum Biryani,Yes,No,3.1,150,Kalyan Nagar,Casual Dining,"Chicken Biryani, Mutton Biryani, Chicken Manchurian, Shahi Biryani","North Indian, Biryani",500.0
Purvanchal Tokri,Yes,No,3.7,23,Banaswadi,Casual Dining,,"North Indian, Chinese",400.0
Five Star Chicken,Yes,No,3.7,29,Hennur,Quick Bites,,"Roast Chicken, Burger",300.0
Brindavan Veg,Yes,No,3.7,20,HBR Layout,Quick Bites,,"South Indian, North Indian, Chinese, Street Food",350.0
Domino's Pizza,Yes,No,3.4,378,Kalyan Nagar,Quick Bites,"Pasta Italiano, Pizza Burger, Stuffed Garlic Bread","Pizza, Fast Food",400.0
Anu Momos Chinese Kitchen,Yes,No,3.7,118,Kammanahalli,Quick Bites,"Momos, Noodles","Chinese, Thai, Momos",450.0
Ammi's Biryani,Yes,No,2.7,171,Kalyan Nagar,Casual Dining,"Ambur Biryani, Vegetable Biryani","Biryani, North Indian",500.0
Marhaba,Yes,No,3.6,42,Nagawara,Casual Dining,"Chicken Biryani, Mint Lemonade, Falafel, French Fries","Arabian, Mediterranean, North Indian",600.0
Goli Vada Pav No. 1,Yes,No,3.7,91,Kalyan Nagar,Quick Bites,"Kulfi, Masala Vada Pav",Street Food,200.0
Zaica Dine & Wine,Yes,Yes,4.0,694,Nagawara,Casual Dining,"Panneer Butter Masala, Mocktails, Chicken Tikka, Dal Makhani, Salads, Chaat, Jalebi","North Indian, Mughlai",1200.0
Cafe Bangalore,Yes,No,3.4,6,Hennur,"Takeaway, Delivery",,Fast Food,300.0
Juice Fresco,Yes,No,3.3,15,Nagawara,Beverage Shop,,Beverages,150.0
INDULGE by InnerChef,Yes,No,3.1,27,Hennur,Bakery,,"Desserts, Bakery",400.0
The Belgian Waffle Co.,Yes,No,3.8,32,Kalyan Nagar,Dessert Parlor,,"Desserts, Beverages",350.0
Frozen Bottle,Yes,No,3.9,55,Kalyan Nagar,Beverage Shop,Decor,"Beverages, Desserts, Ice Cream",400.0
Hotel Little Imperial,Yes,No,3.7,91,Kalyan Nagar,Casual Dining,"Ghee Rice, Chicken Grill, Butter Chicken","North Indian, Chinese, South Indian",500.0
Kloudish Kitchen,Yes,No,3.5,15,Hennur,Delivery,,"North Indian, South Indian",250.0
Paratha Singh,Yes,No,4.0,297,Kalyan Nagar,Quick Bites,"Chaat, Pav Bhaji, Buttermilk, Ajwaini Paratha, Raj Kachori, Sev Puri, Bhel Puri",North Indian,350.0
Hotel New Karavali,Yes,No,3.4,8,Hennur,"Casual Dining, Bar",,"Chinese, Mangalorean, Seafood, North Indian",550.0
Hi Seoul,Yes,No,4.1,200,Kalyan Nagar,Casual Dining,"Coffee, Momos, Kimchi, Bbq Pork, Hot Pot, Wine, Pancakes",Korean,800.0
My Little China,Yes,No,3.7,32,Hennur,Quick Bites,,"Chinese, North Indian",300.0
S K Ruchi,Yes,No,3.3,11,Banaswadi,Quick Bites,,Chinese,300.0
Amigos Kitchen,Yes,No,3.7,64,Banaswadi,Quick Bites,"Murgh Patiala, Shawarma, Chicken Grill","Chinese, North Indian, Mexican, Fast Food",400.0
Sarah's,Yes,No,3.8,42,Rammurthy Nagar,"Takeaway, Delivery",,"Fast Food, Desserts",400.0
A2B - Adyar Ananda Bhavan,Yes,No,2.7,194,Nagawara,Casual Dining,"Masala Dosa, Pongal, Filter Coffee, Panneer Butter Masala, Idli, Pav Bhaji, Tea","South Indian, North Indian, Chinese, Street Food, Fast Food",400.0
Sizzling Szechuan,Yes,No,3.9,224,Banaswadi,Casual Dining,"Momos, Manchow Soup, Fish, Clear Soup, Chop Suey, Hakka Noodles","Chinese, Thai, Seafood",600.0
The Bawarchi,Yes,No,2.6,254,Banaswadi,Casual Dining,"Vegetable Biryani, Hyderabadi Biryani, Paneer Tikka, Raita, Basmati Rice, Chicken Biryani, Dum Biryani","North Indian, Chinese",1050.0
Leon Grill,Yes,No,4.2,386,Kalyan Nagar,Quick Bites,"Burgers, Fries, Peri Peri Chicken Salad, Jumbo Royale Burger, Salads, Rolls, Chicken Peri Peri Wrap","Burger, Fast Food",500.0
Twilight Global Restaurant,Yes,No,3.5,22,Kalyan Nagar,Quick Bites,,"North Indian, Chinese",600.0
Ginger Greens,No,Yes,3.9,300,Kalyan Nagar,Casual Dining,"Chilli Chicken, Chicken Tikka, Butter Naan, Roti","Andhra, Chinese, North Indian",750.0
Chef Baker's,Yes,No,2.9,36,Nagawara,Bakery,,"Bakery, Fast Food, Pizza, Burger, Cafe",600.0
The Chocolate Heaven - Cakes,Yes,No,3.9,64,Kalyan Nagar,"Dessert Parlor, Bakery","Pizza, Hot Chocolate, Sizzler Brownie, Chocolate Truffle","Desserts, Bakery, Beverages",600.0
McDonald's,Yes,No,4.0,91,Nagawara,Quick Bites,"Burgers, Fries, Chicken Wrap","Burger, Fast Food",500.0
Desi Bites,Yes,No,3.7,145,Nagawara,Casual Dining,"Thali, Bati Churma, Dal Tadka, Panneer Butter Masala, Chole Bhature, Gatte Ki Subzi, Tawa Roti","Rajasthani, North Indian, Chinese",600.0
The Local,Yes,Yes,4.2,1196,Kalyan Nagar,"Pub, Casual Dining","Beer, Cocktails, Prawn Ghee Roast, Bbq Chicken Pizza, Chicken Nachos, Appam, Chicken Steak","Finger Food, Continental, Italian, Salad",1400.0
Eagles Pizza,Yes,No,3.8,22,Kalyan Nagar,Quick Bites,,"Pizza, Italian",650.0
Cafe Nukkad,Yes,No,4.0,89,Kalyan Nagar,Quick Bites,"Cheese Sandwiches, Cheese Sandwich, Chocolate Sandwich, Chicken Sandwich, Chocolate Sandwiches, French Fries, Teriyaki Chicken",Fast Food,200.0
The Filter Coffee,No,No,4.0,55,Banaswadi,Mess,"Filter Coffee, Masala Dosa, Vada","South Indian, Coffee",
Lassi Corner,Yes,No,2.9,28,Rammurthy Nagar,Beverage Shop,,"Beverages, Desserts",200.0
Just Bake,Yes,No,2.9,19,Hennur,Bakery,,"Bakery, Desserts",400.0
Nihas Hyderabadi Biryani,Yes,No,3.2,17,Nagawara,Quick Bites,,"Andhra, Chinese, North Indian, South Indian",300.0
American Bites,Yes,No,3.0,7,Nagawara,Quick Bites,,Fast Food,450.0
Cream & Fudge,Yes,No,3.1,6,Nagawara,Dessert Parlor,,"Ice Cream, Desserts",250.0
Breezy Cow Bar,Yes,No,4.0,96,Kalyan Nagar,Beverage Shop,"Milk Shake, Brownie, Belgium Chocolate",Beverages,400.0
The Milkshake Theory,Yes,No,3.5,17,Hennur,Beverage Shop,,"Beverages, Fast Food",400.0
Fine Food Restaurant,Yes,No,3.4,26,Hennur,Quick Bites,,"North Indian, Chinese, Fast Food",500.0
The Fiery Indian Kitchen,Yes,No,3.5,49,Nagawara,Casual Dining,,North Indian,600.0
Food Time Now,Yes,No,3.1,10,Rammurthy Nagar,"Takeaway, Delivery",,"North Indian, Mughlai, Biryani",500.0
Meghana Biriyanis,Yes,No,3.9,375,Nagawara,Quick Bites,Chicken Biryani,"Andhra, Biryani, South Indian, Chinese",400.0
Countryside - The Taste of Chettinad,Yes,Yes,3.9,293,Kalyan Nagar,Casual Dining,"Poricha Kozhi, Brain Fry, Fry Prawns, Mutton Sukha, Paratha, Dum Biryani, Chicken Sukha","Seafood, Biryani, South Indian, Chettinad",900.0
Hungry Vihaari,Yes,Yes,3.9,36,Kalyan Nagar,Casual Dining,,"Continental, Burger, Salad, Pizza, Beverages",800.0
Regency Park,Yes,No,3.6,147,Kammanahalli,Casual Dining,"Rolls, Chicken Roll, Biryani, Panneer Butter Masala, Ghee Rice, Rumali Roti","North Indian, Chinese, Seafood, Rolls",700.0
Kobe Sizzlers,Yes,No,4.0,398,Nagawara,Casual Dining,"Chicken Sizzler, Brownie, Sea Food, Veg Shashlik, Steak, Veg Sizzler, Custard","American, Continental, Fast Food, Steak",1500.0
Curries & Chillies,Yes,No,3.1,13,Kalyan Nagar,Quick Bites,,Andhra,400.0
UBQ By Barbeque Nation,Yes,No,3.1,14,Kalyan Nagar,Delivery,,"North Indian, BBQ, Biryani, Kebab",450.0
Oye Hoye,Yes,No,3.8,69,Kalyan Nagar,Quick Bites,"Paratha, Kheer, Thali, Roti, Rajma, Paneer Chatpata",North Indian,300.0
Baskin Robbins,Yes,No,3.7,35,Nagawara,Food Court,,"Ice Cream, Desserts",250.0
Ambujam's Chettinad Mess,Yes,No,3.5,20,Banaswadi,"Quick Bites, Mess",,"South Indian, Chettinad",400.0
Andhra Biryanis,Yes,No,4.0,469,Nagawara,Casual Dining,"Lemon Chicken, Vegetable Biryani","Andhra, North Indian, Chinese, Biryani",550.0
Bhagini,Yes,No,2.3,119,Banaswadi,Casual Dining,,"Andhra, South Indian, Chinese, North Indian",800.0
Chinnu's Mane Biryani,Yes,No,3.5,10,Banaswadi,Quick Bites,,Biryani,300.0
K.G.N Kabbab Corner,No,No,4.0,83,Kalyan Nagar,Quick Bites,"Mutton Biryani, Rolls, Chicken Roll","North Indian, Kebab",500.0
Desi Grill,Yes,No,3.0,60,Rammurthy Nagar,Quick Bites,,"Chinese, North Indian",400.0
Zyara,Yes,No,3.9,191,HBR Layout,Casual Dining,"Shawarma, Chicken Grill, Tandoori Chicken, Chicken Curry, Butter Chicken, Kheer, Keema Naan","North Indian, Mughlai, Chinese",650.0
Aroma Spice,Yes,Yes,3.7,83,Kalyan Nagar,Casual Dining,"Fish Curry, Fish Thali","Andhra, Chinese, North Indian, Seafood",800.0
Le Spice Restaurant,Yes,No,3.4,122,Banaswadi,Casual Dining,,"Arabian, Kerala, North Indian, Chinese, Beverages",700.0
Kadai Restaurant,Yes,No,2.9,27,Hennur,Quick Bites,,"North Indian, Mughlai, Chinese",350.0
Pathaan Sir,Yes,No,3.3,58,Kammanahalli,Quick Bites,"Rolls, French Fries, Paratha","Rolls, Chinese",300.0
Hyderabad Biryaani Palace,Yes,No,3.7,301,Kammanahalli,Casual Dining,Hyderabadi Biryani,"Biryani, Hyderabadi, Chinese",750.0
Kesar Sweet Shop And Fast Food,No,No,3.9,47,Kalyan Nagar,Quick Bites,"Chole Bhature, Chaat, Jalebi, Kulfi, Rasgulla","North Indian, South Indian, Chinese, Street Food, Mithai",500.0
Delicacy,Yes,Yes,4.1,448,Kalyan Nagar,Casual Dining,"Noodles, Momos, Bbq Pork, Honey Chilli Potatoes, Wonton, Pork Momo, Sweet Corn Soup","Chinese, Thai, Momos",500.0
Jambudweepa Juice Bar,Yes,No,3.8,24,Banaswadi,Beverage Shop,,"Beverages, Healthy Food",150.0
Kettle & Kegs,Yes,No,2.9,9,Kammanahalli,Delivery,,"Tea, Beverages",200.0
Pizza Baker's,Yes,No,3.3,17,Nagawara,Quick Bites,,"Pizza, Burger, Fast Food, Beverages",450.0
Sri Banashankari Donne Biriyani,Yes,No,3.8,74,Banaswadi,Quick Bites,,Biryani,150.0
Sri Durga Nellore Mess,Yes,No,3.3,351,Banaswadi,Mess,"Chicken Fry, Masala Prawn","Andhra, South Indian, Biryani",350.0
Mystery House,Yes,No,3.4,6,Banaswadi,Quick Bites,,Fast Food,300.0
Serranos Mexican Grill,Yes,No,3.7,86,Nagawara,Quick Bites,"Burrito Bowl, Tacos, Salad, Salads, Steak, Lemonade, Fish",Mexican,400.0
Global Flavors,Yes,Yes,3.5,131,Banaswadi,Casual Dining,Pizza,"North Indian, Fast Food, Beverages",1000.0
Kitchen King,Yes,No,3.8,306,Nagawara,Quick Bites,Shawarma,"Rolls, Fast Food, Biryani",400.0
New Kadai,Yes,No,3.4,23,Kalyan Nagar,Casual Dining,,"North Indian, Chinese",550.0
Biriyani House,Yes,No,3.7,600,Nagawara,Casual Dining,"Butter Naan, Hyderabadi Biryani, Tandoori Chicken, Butter Chicken, Chicken Dum Biryani, Vegetable Biryani, Chicken Boneless Biryani","Andhra, North Indian, Biryani, Beverages",600.0
Ranga's Paradise,Yes,No,3.3,38,Banaswadi,Quick Bites,,South Indian,150.0
M.M.A Kabab Rolls & Biriyani Center,Yes,No,3.6,92,Banaswadi,Quick Bites,"Shawarma, Alpham Chicken, Chicken Grill","Arabian, Mughlai, Chinese, Kebab, Fast Food",400.0
Hotel Kakatiya,Yes,No,3.7,49,Nagawara,Quick Bites,,"Andhra, North Indian, Chinese, Biryani",350.0
Momma's Pastries Fine Bakery And Cafe,Yes,No,3.4,10,Banaswadi,Bakery,,"Bakery, Desserts, Fast Food",500.0
2 Statez,Yes,No,3.7,209,Kalyan Nagar,Casual Dining,"Fish Curry, Buttermilk, Appam, Neer Dosa, Chicken Stew, Chicken Curry, Egg Roast","Kerala, Seafood, South Indian, North Indian, Chinese",600.0
Hongkong Noodles,Yes,No,3.8,80,Kalyan Nagar,Casual Dining,"Noodles, Momos",Chinese,750.0
Cafezone,Yes,No,3.7,27,Banaswadi,Quick Bites,,"Burger, Fast Food, Beverages",250.0
Curries & Chillies,Yes,No,3.3,19,Banaswadi,"Takeaway, Delivery",,"Andhra, Biryani, Chinese",300.0
Chaat Street,Yes,No,4.1,498,Kalyan Nagar,Quick Bites,"Chaat, Pav Bhaji, Paratha, Lassi, Panipuri, Dahipuri, Bhel Puri","Street Food, North Indian",250.0
29 Degrees North,Yes,No,3.9,283,Banaswadi,Quick Bites,"Chaat, Paratha, Vada Pav, Dal Makhani, Paneer Bhurji, Rabri, Kulcha","North Indian, Fast Food, Street Food",250.0
Dr. Harry's Chick Blast,Yes,No,3.5,26,Rammurthy Nagar,Quick Bites,,Continental,500.0
Smoke - The Sizzler House,Yes,No,2.8,100,Nagawara,Food Court,"Pasta, Schezwan Chicken, Burgers, Garlic Bread, Paneer Steak, Schezwan Sizzler","Continental, North Indian, Chinese, Steak",800.0
Aroma's Hyderabad House,Yes,No,4.2,533,Nagawara,Casual Dining,"Vegetable Biryani, Hyderabadi Biryani, Chicken Dum Biryani, Raita, Chicken Boneless Biryani, Mutton Biryani, Paneer Biryani","Mughlai, Biryani, North Indian",800.0
American Desserts,Yes,No,3.6,23,Banaswadi,"Takeaway, Delivery",,"Desserts, Bakery",500.0
Sufi Restaurant & Cafe,Yes,No,3.7,105,Banaswadi,Casual Dining,,"Iranian, Mughlai, Chinese",800.0
Chickpet Donne Biryani House,Yes,No,3.8,185,Kammanahalli,Quick Bites,"Mutton Biryani, Donne Biryani, Mutton Fry, Chicken Guntur, Chicken Biryani",Biryani,250.0
Dhadoom,Yes,No,3.8,22,Kalyan Nagar,Quick Bites,,Fast Food,400.0
Hatti Kaapi,Yes,No,3.6,33,Nagawara,Quick Bites,,"South Indian, Beverages",200.0
Mainland China,Yes,Yes,4.5,1013,Kalyan Nagar,Casual Dining,"Noodles, Jumbo Prawns, Lunch Buffet, Crispy Corn, Chicken Dim Sum, Brownie, Sea Food","Chinese, Momos",1100.0
T-hut Cafe,Yes,No,3.6,21,Banaswadi,Quick Bites,,"Chinese, Beverages",300.0
Natural Ice Cream,No,No,4.3,259,Kalyan Nagar,Dessert Parlor,"Custard Apple, Watermelon Ice Cream","Ice Cream, Beverages",200.0
Kolkata Famous Kati Rolls,Yes,No,3.8,53,Hennur,Kiosk,,"Fast Food, Rolls",100.0
Khyma Biryani,Yes,No,3.9,240,Kalyan Nagar,Casual Dining,"Mutton Biryani, Lemon Tea, Chicken Dry Fry, Kerala Style Biryani, Malabari Biryani, Lemon Chicken, Biryani Combo",Biryani,600.0
Kolkata Rolls & Chowmein,Yes,No,3.5,35,Banaswadi,Quick Bites,,Rolls,100.0
Chung Wah,Yes,No,3.3,145,Banaswadi,Casual Dining,"Noodles, Chowmein, Chicken Lollipop, Manchow Soup","Chinese, Thai, Momos, Vietnamese",900.0
Sri Ruchi Restuarant,Yes,No,3.7,71,Banaswadi,Casual Dining,Mutton Biryani,"Andhra, South Indian, North Indian",450.0
Olive Garden,Yes,No,3.7,214,Kalyan Nagar,Casual Dining,"Shawarma, Al Faham Chicken, Noodles, Mutton Chops, Chicken Grill, Sweet Lassi, Biryani","Arabian, North Indian, Chinese, Beverages",700.0
Spice Corner,Yes,Yes,3.5,16,Nagawara,Casual Dining,,"North Indian, Chinese, Biryani",800.0
Mani's Dum Biryani,Yes,No,3.5,119,Kalyan Nagar,Casual Dining,"Biryani, Raita","Biryani, Kebab",750.0
Chichaba's Taj,Yes,No,3.8,289,Kalyan Nagar,Casual Dining,"Mutton Biryani, Ghee Rice, Butter Chicken, Dal Tadka, Naan, Paya Soup, Bheja Fry","Biryani, North Indian, Mughlai",600.0
Tamarind,Yes,No,2.7,227,Rammurthy Nagar,Casual Dining,"Fish, Chicken Biryani, Butter Naan, Dal Makhani, Fries, Hyderabadi Chicken, Vegetable Biryani","Chinese, North Indian, Continental",750.0
Chung's Chinese Corner,Yes,No,2.8,234,Kalyan Nagar,Casual Dining,"Chop Suey, Spring Roll, Sweet Corn Soup, Chowmein, Basil Chicken, American Chopsuey, Diced Chicken",Chinese,700.0
Sreeraj Lassi Bar,Yes,No,4.0,120,Kammanahalli,"Dessert Parlor, Beverage Shop","Kulfi, Sweet Lassi, Pineapple Lassi, Rose Faluda","Beverages, Desserts, Juices",150.0
Rahhams,Yes,No,3.5,312,Kammanahalli,Casual Dining,"Mutton Biryani, Jeera Rice, Chicken Sholay, Chicken Biryani, Mutton Chops, Kheer, Phirni","Mughlai, North Indian, Chinese",700.0
Spice Kitchen,Yes,Yes,3.9,321,Kalyan Nagar,Casual Dining,"Andhra Thali, Veg Thali, Chicken Biryani, Kodi Pulao, Mutton Soup, Ulavacharu Mutton Biryani, Lassi","Andhra, Biryani, Seafood, North Indian",750.0
The Juice Shop - Juicery And Kitchen,Yes,No,3.9,39,Kalyan Nagar,Quick Bites,"Burgers, Lamb Burger, Sandwiches, Brownie, Churros, Hot Dog, Chocolate Cake","Beverages, Fast Food, Bakery",300.0
Sri Sai 99 Variety Dosa,Yes,No,3.7,27,Nagawara,Quick Bites,,South Indian,200.0
Roll Over,Yes,No,4.1,174,Kalyan Nagar,Dessert Parlor,"Ice Cream Roll, Rolls, Chocolate Ball, Oreo Overload, Fries, Choco Chip Cookies, Mango Roll","Ice Cream, Beverages, Fast Food",500.0
SV Indian Restaurant,Yes,No,3.5,13,Hennur,Quick Bites,,"North Indian, Chinese",400.0
Brewklyn Microbrewery,Yes,Yes,4.4,2329,Kalyan Nagar,"Microbrewery, Casual Dining","Pizza, Beef Chilli, Craft Beer, Apple Crumble, Pork Chilli, Chips, Wheat Beer","American, South Indian, Thai, Pizza, Italian",1400.0
Teburu,Yes,No,4.4,203,Kalyan Nagar,Casual Dining,"Sushi, Mocktails, Maki Roll, Salad, Dynamite Roll, Scallops, Set Menu","Asian, Chinese, Japanese, BBQ",800.0
Aqni,Yes,No,3.9,358,HBR Layout,Casual Dining,"Kheer, Butter Chicken, Kebab Manchurian, Raita, Rolls, Chicken Rara, Brain Pepper Fry","North Indian, Mughlai, Biryani, Rolls",650.0
OKI,Yes,Yes,4.5,418,Kammanahalli,Casual Dining,"Khau Suey, Ravioli, Pork Ribs, Basil Pannacotta, Tender Coconut Ice Cream, Mocktails, Sushi","Asian, European, Italian, Korean, Malaysian, Thai, Vietnamese, Chinese",1200.0
Sultan's Biryani,Yes,No,2.9,38,Kalyan Nagar,Delivery,,"Biryani, North Indian",700.0
Float Brewery,No,Yes,4.3,416,Kalyan Nagar,"Microbrewery, Casual Dining","Pork Tonkatsu, Mocktails, Ginger Pork, Craft Beer, Wheat Beer, Falafel Burger, Brewed Beer",European,1800.0
Swagatham Delux - Rayalaseema Spices,Yes,No,3.4,24,Nagawara,Casual Dining,,"Biryani, South Indian, Chinese",600.0
Coorg Lunch Home,Yes,No,3.6,57,Kammanahalli,Quick Bites,,South Indian,300.0
Thalassery Plaza,Yes,No,3.6,30,Hennur,Quick Bites,,"Kerala, North Indian, Chinese",400.0
Naina Nand Food Express,Yes,No,3.3,8,HBR Layout,Quick Bites,,"North Indian, Chinese",300.0
Noodles,Yes,No,3.8,98,Banaswadi,Casual Dining,"Hakka Noodles, Pork Momo, Veg Momos, Chicken Manchurian, Chicken Momo, Chop Suey, Chilli Chicken","Chinese, Momos",500.0
Huko Mukho Hangla,Yes,No,4.0,175,Kammanahalli,Quick Bites,"Fish, Mutton Kasha, Mutton Curry, Mutton Kosha, Mutton Thali, Doi Katla, Aalo Bhaja","Bengali, Seafood",400.0
